director_name,duration,genres,movie_title,language,budget,imdb_score
DJ Pooh,93.0,Comedy,The Wash ,English,4000000.0,4.6
DJ Pooh,82.0,Comedy,3 Strikes ,English,6000000.0,4.0
Wayne Kramer,101.0,Crime|Drama|Fantasy|Romance,The Cooler ,English,3200000.0,7.0
John Huston,120.0,Drama|Romance|Western,The Misfits ,English,4000000.0,7.4
Patrick Stettner,81.0,Crime|Mystery|Thriller,The Night Listener ,English,4000000.0,5.9
Wes Craven,107.0,Horror|Mystery|Thriller,My Soul to Take ,English,25000000.0,4.8
J.A. Bayona,105.0,Drama|Mystery|Thriller,The Orphanage ,Spanish,3400000.0,7.5
Michael Tiddes,86.0,Comedy|Fantasy,A Haunted House 2 ,English,4000000.0,4.7
Roger Avary,110.0,Comedy|Drama|Romance,The Rules of Attraction ,English,4000000.0,6.7
Alfred Hitchcock,127.0,Drama|Thriller,Topaz ,English,4000000.0,6.3
Allison Anders,110.0,Comedy|Fantasy,Four Rooms ,English,4000000.0,6.7
Steven Shainberg,104.0,Comedy|Drama|Romance,Secretary ,English,4000000.0,7.1
Oliver Stone,110.0,Drama,Talk Radio ,English,4000000.0,7.3
Christopher Guest,84.0,Comedy,Waiting for Guffman ,English,4000000.0,7.6
Jeff Franklin,94.0,Comedy,Love Stinks ,English,4000000.0,5.8
John Dahl,93.0,Comedy|Crime|Romance|Thriller,You Kill Me ,English,4000000.0,6.5
Mike Mills,96.0,Comedy|Drama,Thumbsucker ,English,4000000.0,6.6
Kevin Smith,88.0,Action|Crime|Horror|Thriller,Red State ,English,4000000.0,6.2
Dave McKean,101.0,Adventure|Fantasy,Mirrormask ,English,4000000.0,6.9
Ron Fricke,102.0,Documentary|Music,Samsara ,None,4000000.0,8.5
Ruggero Deodato,87.0,Adventure|Fantasy,The Barbarians ,English,4000000.0,4.8
Mora Stephens,103.0,Drama|Thriller,Zipper ,English,4500000.0,5.7
Mars Callahan,99.0,Drama|Thriller,Poolhall Junkies ,English,4000000.0,7.0
Mike Figgis,106.0,Drama,The Loss of Sexual Innocence ,English,4000000.0,5.4
David Gordon Green,117.0,Drama,Joe ,English,4000000.0,6.9
Stefan Schwartz,99.0,Comedy|Crime|Romance,Shooting Fish ,English,3000000.0,6.6
Renny Harlin,102.0,Crime|Drama|Horror|Thriller,Prison ,English,1300000.0,5.9
Robert Lee King,85.0,Comedy|Horror|Mystery,Psycho Beach Party ,English,1500000.0,6.3
Kevin Allen,86.0,Comedy,The Big Tease ,English,4000000.0,6.3
Jorge Ramírez Suárez,120.0,Drama,"Buen Día, Ramón ",German,4000000.0,7.7
David Schwimmer,106.0,Crime|Drama|Thriller,Trust ,English,9500000.0,7.0
Barry Levinson,103.0,Comedy,An Everlasting Piece ,English,14000000.0,6.3
Sam Miller,93.0,Comedy|Romance,Among Giants ,English,2500000.0,5.9
Anne Fontaine,112.0,Drama|Romance,Adore ,English,16000000.0,6.2
Dan Ireland,100.0,Comedy|Drama|Romance,The Velocity of Gary ,English,4000000.0,5.0
Fernando León de Aranoa,113.0,Comedy|Drama,Mondays in the Sun ,Spanish,4000000.0,7.7
Jim Mickle,98.0,Drama|Horror|Sci-Fi,Stake Land ,English,650000.0,6.5
Stephen Kay,92.0,Biography|Drama,The Last Time I Committed Suicide ,English,4000000.0,5.8
Karim Aïnouz,106.0,Drama,Futuro Beach ,Portuguese,4000000.0,6.1
Sam Levinson,119.0,Comedy|Drama,Another Happy Day ,English,4000000.0,6.0
Julian Gilbey,99.0,Action|Adventure|Crime|Thriller,A Lonely Place to Die ,English,4000000.0,6.3
Aleksandr Veledinskiy,120.0,Adventure|Drama,The Geographer Drank His Globe Away ,Russian,4000000.0,7.5
Ruba Nadda,93.0,Drama|Mystery|Romance|Thriller,Inescapable ,English,4000000.0,5.2
Howard Hughes,96.0,Drama|War,Hell's Angels ,English,3950000.0,7.8
Edward Burns,103.0,Comedy|Drama|Romance,Purple Violets ,English,4000000.0,6.6
Phil Joanou,93.0,Horror,The Veil ,English,4000000.0,4.7
Chris Stokes,81.0,Horror,No Vacancy ,English,4000000.0,4.2
Mark Griffiths,84.0,Comedy|Romance,How to Fall in Love ,English,4000000.0,6.3
Bruce Macdonald,94.0,Adventure|Biography|Drama|Romance,The Perfect Wave ,English,4000000.0,4.7
Fred Zinnemann,120.0,Biography|Drama|History,A Man for All Seasons ,English,2000000.0,7.9
Sidney Lumet,121.0,Drama|Romance,Network ,English,3800000.0,8.1
Richard Raymond,104.0,Biography|Drama,Desert Dancer ,English,4000000.0,6.0
Sam Peckinpah,152.0,Adventure|War|Western,Major Dundee ,English,3800000.0,6.8
George Sidney,107.0,Biography|Comedy|Musical|Romance|Western,Annie Get Your Gun ,English,3768785.0,7.0
Andrucha Waddington,115.0,Drama,House of Sand ,Portuguese,8000000.0,7.5
Peter Stebbings,95.0,Comedy|Crime|Drama,Defendor ,English,3500000.0,6.8
Vincente Minnelli,102.0,Adventure|Comedy|Musical|Romance,The Pirate ,English,3700000.0,7.1
Dagur Kári,99.0,Drama,The Good Heart ,English,3800000.0,6.9
Nicholas Hytner,109.0,Comedy|Drama,The History Boys ,English,2000000.0,6.9
Jaume Collet-Serra,113.0,Action|Mystery|Thriller,Unknown ,English,30000000.0,6.9
John Schlesinger,113.0,Drama,Midnight Cowboy ,English,3600000.0,7.9
Peter Cattaneo,91.0,Comedy|Drama|Music,The Full Monty ,English,3500000.0,7.2
Jim Abrahams,88.0,Comedy,Airplane! ,English,3500000.0,7.8
F. Gary Gray,97.0,Comedy|Drama,Friday ,English,3500000.0,7.3
Albert Hughes,97.0,Crime|Drama|Thriller,Menace II Society ,English,3500000.0,7.5
Michael Gornick,85.0,Comedy|Fantasy|Horror|Thriller,Creepshow 2 ,English,3500000.0,6.0
Sam Peckinpah,121.0,Comedy|Drama|Romance|Western,The Ballad of Cable Hogue ,English,3716946.0,7.3
Richard Brooks,134.0,Biography|Crime|Drama|History,In Cold Blood ,English,3500000.0,8.0
Fred Zinnemann,149.0,Drama,The Nun's Story ,English,3500000.0,7.6
Jack Smight,121.0,Action|Crime|Drama|Mystery|Thriller,Harper ,English,3500000.0,7.0
Alfred Hitchcock,116.0,Thriller,Frenzy ,English,2000000.0,7.5
Robert Eggers,92.0,Horror|Mystery,The Witch ,English,3500000.0,6.8
Michael Martin,93.0,Comedy,I Got the Hook Up ,English,3500000.0,3.9
Edward Burns,96.0,Comedy|Drama|Romance,She's the One ,English,3500000.0,6.1
Bill Condon,105.0,Biography|Drama,Gods and Monsters ,English,3500000.0,7.5
Juan José Campanella,129.0,Drama|Mystery|Thriller,The Secret in Their Eyes ,Spanish,2000000.0,8.2
George A. Romero,87.0,Horror,Day of the Dead ,English,3500000.0,7.2
Louis C.K.,81.0,Action|Adventure|Comedy|Musical,Pootie Tang ,English,3000000.0,5.2
Salvador Carrasco,106.0,Drama|History,La otra conquista ,Spanish,3500000.0,6.8
André Øvredal,103.0,Comedy|Drama|Fantasy|Horror,Trollhunter ,Norwegian,19900000.0,7.0
Robert Cary,101.0,Comedy|Romance,Ira & Abby ,English,3500000.0,6.5
Akiva Schaffer,102.0,Action|Comedy|Sci-Fi,The Watch ,English,68000000.0,5.7
Adam Rapp,98.0,Comedy|Drama,Winter Passing ,English,3500000.0,6.4
Angela Robinson,91.0,Action|Comedy|Romance,D.E.B.S. ,English,3500000.0,5.3
Warren P. Sonoda,105.0,Action|Biography|Crime|Drama|Family|Fantasy,The Masked Saint ,English,3500000.0,4.7
Amanda Gusack,98.0,Crime|Drama|Mystery|Thriller,The Betrayed ,English,3500000.0,6.1
Avi Nesher,104.0,Action|Comedy|Crime|Thriller,Taxman ,English,1000000.0,5.5
Charles Adelman,96.0,Horror|Thriller,2:13 ,English,3500000.0,4.8
Jay Oliva,148.0,Action|Animation|Crime|Sci-Fi|Thriller,"Batman: The Dark Knight Returns, Part 2 ",English,3500000.0,8.4
Charles Ferguson,100.0,Documentary,Time to Choose ,English,3500000.0,7.0
Mark Young,92.0,Action|Crime|Drama|Thriller,Wicked Blood ,English,3500000.0,5.4
Daniel Petrie Jr.,88.0,Drama|Thriller,Dawn Patrol ,English,3500000.0,4.8
Mel Brooks,94.0,Comedy,High Anxiety ,English,3400000.0,6.7
Luc Jacquet,80.0,Documentary,March of the Penguins ,French,8000000.0,7.6
J.C. Chandor,107.0,Biography|Drama|Thriller,Margin Call ,English,3500000.0,7.1
Clark Gregg,92.0,Comedy|Drama,Choke ,English,3000000.0,6.5
Damien Chazelle,107.0,Drama|Music,Whiplash ,English,3300000.0,8.5
Fernando Meirelles,135.0,Crime|Drama,City of God ,Portuguese,3300000.0,8.7
Justin Kerrigan,99.0,Comedy|Music,Human Traffic ,English,2200000.0,7.1
Nathan Frankowski,102.0,Biography|Drama|Music,Day One ,English,3400000.0,6.6
Thomas Vinterberg,115.0,Drama,The Hunt ,Danish,3800000.0,8.3
Bob Clark,94.0,Comedy|Family,A Christmas Story ,English,4000000.0,8.1
Alejandro Monteverde,91.0,Drama|Romance,Bella ,English,3300000.0,7.4
Mark L. Lester,98.0,Action|Crime|Drama|Thriller,Class of 1984 ,English,4300000.0,6.6
Jennifer Finnigan,97.0,Comedy,The Opposite Sex ,English,3300000.0,4.5
Eric Styles,92.0,Drama|Romance,Dreaming of Joseph Lees ,English,2000000.0,6.4
Roman Polanski,136.0,Drama|Horror,Rosemary's Baby ,English,2300000.0,8.0
John Ford,113.0,Drama|Western,The Man Who Shot Liberty Valance ,English,3200000.0,8.1
Joshua Marston,101.0,Crime|Drama,Maria Full of Grace ,Spanish,3000000.0,7.5
Mike Mills,105.0,Comedy|Drama|Romance,Beginners ,English,3200000.0,7.2
John Gulager,95.0,Action|Comedy|Horror|Thriller,Feast ,English,3200000.0,6.4
John Landis,109.0,Comedy,Animal House ,English,3000000.0,7.6
Guy Hamilton,110.0,Action|Adventure|Thriller,Goldfinger ,English,3000000.0,7.8
Brandon Cronenberg,108.0,Horror|Sci-Fi|Thriller,Antiviral ,English,3200000.0,5.7
Frank Capra,118.0,Drama|Family|Fantasy|Romance,It's a Wonderful Life ,English,3180000.0,8.6
Danny Boyle,94.0,Drama,Trainspotting ,English,3500000.0,8.2
Spike Lee,115.0,Comedy|Documentary,The Original Kings of Comedy ,English,3000000.0,6.6
Tod Williams,98.0,Horror,Paranormal Activity 2 ,English,3000000.0,5.7
Kirk Jones,91.0,Comedy,Waking Ned Devine ,English,3000000.0,7.4
Michael Moore,120.0,Crime|Documentary|Drama,Bowling for Columbine ,English,4000000.0,8.0
Jack Sholder,87.0,Fantasy|Horror,A Nightmare on Elm Street 2: Freddy's Revenge ,English,2200000.0,5.4
James Ivory,117.0,Drama|Romance,A Room with a View ,English,3000000.0,7.4
James DeMonaco,85.0,Horror|Sci-Fi|Thriller,The Purge ,English,3000000.0,5.7
Scott Derrickson,110.0,Horror|Mystery,Sinister ,English,3000000.0,6.8
David Raynr,113.0,Biography|Comedy|Documentary,Martin Lawrence Live: Runteldat ,English,3000000.0,5.4
Richard Brooks,108.0,Drama|Romance,Cat on a Hot Tin Roof ,English,3000000.0,8.1
Ted Post,95.0,Action|Adventure|Sci-Fi,Beneath the Planet of the Apes ,English,3000000.0,6.1
Charles Martin Smith,98.0,Comedy|Drama|Family|Sport,Air Bud ,English,3000000.0,5.1
Kunihiko Yuyama,93.0,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Pokémon 3: The Movie ,Japanese,16000000.0,5.6
Tom McLoughlin,86.0,Horror|Thriller,Jason Lives: Friday the 13th Part VI ,English,3000000.0,5.9
Patrick Read Johnson,100.0,Adventure|Comedy|Sci-Fi,Spaced Invaders ,English,3000000.0,5.3
Alfred Hitchcock,120.0,Comedy|Thriller,Family Plot ,English,4490375.0,6.8
Billy Wilder,125.0,Comedy|Drama|Romance,The Apartment ,English,3000000.0,8.3
Adam Marcus,91.0,Fantasy|Horror|Thriller,Jason Goes to Hell: The Final Friday ,English,2500000.0,4.3
Alfred Hitchcock,128.0,Thriller,Torn Curtain ,English,6000000.0,6.7
Michel Gondry,100.0,Comedy|Documentary|Music,Dave Chappelle's Block Party ,English,3000000.0,7.2
Michael Schultz,97.0,Comedy|Drama|Music,Krush Groove ,English,3000000.0,6.6
Benny Boom,84.0,Action|Comedy|Crime,Next Day Air ,English,3000000.0,5.9
Richard Brooks,146.0,Drama,Elmer Gantry ,English,3000000.0,7.9
Howard Hawks,126.0,Action|Adventure|Romance|Western,Red River ,English,3000000.0,7.8
Richard Linklater,109.0,Drama|Romance,Before Midnight ,English,3000000.0,7.9
Don Coscarelli,97.0,Action|Fantasy|Horror|Sci-Fi|Thriller,Phantasm II ,English,3000000.0,6.5
Patricia Cardoso,90.0,Comedy|Drama,Real Women Have Curves ,English,3000000.0,7.0
Damien O'Donnell,96.0,Comedy|Drama,East Is East ,English,1900000.0,6.9
Peter M. Cohen,82.0,Comedy|Romance,Whipped ,English,3000000.0,4.4
Mira Nair,109.0,Crime|Drama|History|Romance,Kama Sutra: A Tale of Love ,English,3000000.0,6.0
Mel Stuart,89.0,Family|Fantasy|Musical,Willy Wonka & the Chocolate Factory ,English,3000000.0,7.8
Anthony Hickox,98.0,Fantasy|Horror,Warlock: The Armageddon ,English,3000000.0,5.3
Tom Schulman,95.0,Comedy|Crime,8 Heads in a Duffel Bag ,English,3000000.0,5.3
Terrence Malick,94.0,Drama|Romance,Days of Heaven ,English,3000000.0,8.0
Jill Sprecher,104.0,Drama,Thirteen Conversations About One Thing ,English,4500000.0,7.1
Darren Stein,87.0,Comedy|Crime|Thriller,Jawbreaker ,English,3500000.0,5.4
Julian Schnabel,108.0,Biography|Drama,Basquiat ,English,3300000.0,6.9
Gavin Hood,94.0,Crime|Drama,Tsotsi ,Zulu,3000000.0,7.3
Todd Solondz,134.0,Comedy|Drama,Happiness ,English,3000000.0,7.8
George Gallo,89.0,Comedy|Documentary,DysFunktional Family ,English,3000000.0,6.6
Kevin Smith,102.0,Comedy|Drama|Horror,Tusk ,English,3000000.0,5.4
Chan-wook Park,120.0,Drama|Mystery|Thriller,Oldboy ,Korean,3000000.0,8.4
David Nixon,110.0,Drama|Family,Letters to God ,English,3500000.0,6.3
Jason Eisener,86.0,Action|Comedy|Thriller,Hobo with a Shotgun ,English,3000000.0,6.1
Enrique Begne,101.0,Action|Comedy,Compadres ,English,3000000.0,5.0
Matthew Bright,102.0,Comedy|Crime|Drama|Thriller,Freeway ,English,3000000.0,6.9
Michael Landon Jr.,87.0,Drama|Family|Western,Love's Abiding Joy ,,3000000.0,7.2
Leslye Headland,87.0,Comedy|Romance,Bachelorette ,English,3000000.0,5.3
Tim Heidecker,93.0,Comedy,Tim and Eric's Billion Dollar Movie ,English,3000000.0,5.3
Rupert Wyatt,111.0,Crime|Drama|Thriller,The Gambler ,English,25000000.0,6.0
Marco Kreuzpaintner,98.0,Comedy|Drama|Romance|Sport,Summer Storm ,German,2700000.0,7.4
Kate Connor,100.0,Drama|History|War,Fort McCoy ,English,3000000.0,5.9
Deon Taylor,88.0,Horror|Thriller,Chain Letter ,English,5000000.0,4.1
Jason Alexander,97.0,Comedy|Drama,Just Looking ,English,3000000.0,6.7
Xavier Gens,122.0,Drama|Sci-Fi|Thriller,The Divide ,English,3000000.0,5.8
Will Canon,83.0,Horror|Thriller,Demonic ,English,3000000.0,5.3
Lance Kawas,90.0,Comedy,The Deported ,English,3000000.0,6.2
Francesca Gregorini,96.0,Drama,Tanner Hall ,English,3000000.0,5.9
Marcio Garcia,85.0,Action|Drama|Thriller,Open Road ,English,3000000.0,5.5
Michael Jai White,90.0,Action|Drama|Sport,Never Back Down 2: The Beatdown ,English,3000000.0,5.8
John Boorman,92.0,Crime|Thriller,Point Blank ,English,3000000.0,7.4
Paolo Monico,100.0,Comedy,Four Single Fathers ,Italian,3000000.0,5.1
Youssef Delara,88.0,Thriller,Enter the Dangerous Mind ,English,800000.0,5.2
Darin Scott,95.0,Drama|Horror|Mystery|Thriller,Something Wicked ,English,3000000.0,4.8
Christian Sesma,82.0,Thriller,AWOL-72 ,English,3000000.0,3.9
Monte Hellman,97.0,Adventure|Crime|Drama,Iguana ,English,3000000.0,6.2
Brian Caunter,94.0,Action|Adventure|Crime|Drama,Chicago Overcoat ,English,3000000.0,6.2
Walter Salles,113.0,Drama,Central Station ,Portuguese,2900000.0,8.0
Frank Capra,136.0,Comedy|Drama,Pocketful of Miracles ,English,2900000.0,7.3
Isaac Florentine,80.0,Action|Crime,Close Range ,English,3000000.0,4.9
Susan Seidelman,105.0,Comedy|Romance,Boynton Beach Club ,English,1500000.0,6.5
Michael Polish,90.0,Drama|Horror|Mystery|Thriller,Amnesiac ,English,3000000.0,4.3
Heidi Ewing,93.0,Documentary,Freakonomics ,English,3000000.0,6.4
Richard Donner,107.0,Fantasy|Horror|Mystery,The Omen ,English,2800000.0,7.6
Alexandre Aja,89.0,Horror,High Tension ,French,2200000.0,6.8
Hank Braxtan,89.0,Action|Horror|Thriller,Unnatural ,English,3000000.0,4.0
Craig Brewer,116.0,Crime|Drama|Music,Hustle & Flow ,English,8000000.0,7.4
Billy Wilder,120.0,Comedy|Music|Romance,Some Like It Hot ,English,2883848.0,8.3
John Carl Buechler,88.0,Horror,Friday the 13th Part VII: The New Blood ,English,2800000.0,5.3
Victor Fleming,102.0,Adventure|Family|Fantasy|Musical,The Wizard of Oz ,English,2800000.0,8.1
Mel Brooks,106.0,Comedy,Young Frankenstein ,English,2800000.0,8.0
George A. Romero,95.0,Horror,Diary of the Dead ,English,2000000.0,5.7
Victor Nunez,113.0,Drama,Ulee's Gold ,English,2700000.0,7.1
Carroll Ballard,118.0,Adventure|Family|Sport,The Black Stallion ,English,2700000.0,7.4
Rohit Jugraj,141.0,Romance,Sardaar Ji ,Panjabi,3000000.0,6.6
John Ford,109.0,Adventure|Comedy|Romance,Donovan's Reef ,English,2686585.0,6.9
Alex van Warmerdam,95.0,Comedy|Drama,The Dress ,Dutch,2650000.0,7.0
Victor Fleming,122.0,Drama|Fantasy|Romance|War,A Guy Named Joe ,English,2627000.0,7.0
Mel Brooks,93.0,Comedy|Western,Blazing Saddles ,English,2600000.0,7.8
Joseph Zito,97.0,Horror|Thriller,Friday the 13th: The Final Chapter ,English,1800000.0,5.9
James Ivory,140.0,Drama|Romance,Maurice ,English,2600000.0,7.8
Frank Sebastiano,86.0,Comedy|Sport,Beer League ,English,2800000.0,6.0
Rand Ravich,109.0,Drama|Sci-Fi|Thriller,The Astronaut's Wife ,English,34000000.0,5.3
Nacho Vigalondo,66.0,Horror|Mystery|Sci-Fi|Thriller,Timecrimes ,Spanish,2600000.0,7.2
Hao Ning,99.0,Action|Adventure|Comedy,Silver Medallist ,Mandarin,15000000.0,7.4
Tony Giglio,100.0,Horror|Thriller,Timber Falls ,English,2600000.0,5.3
Stanley Donen,103.0,Comedy|Musical|Romance,Singin' in the Rain ,English,2540800.0,8.3
Joe Cross,97.0,Documentary,"Fat, Sick & Nearly Dead ",English,2500000.0,7.6
Michael Tiddes,86.0,Comedy|Fantasy,A Haunted House ,English,2500000.0,5.1
Dinesh D'Souza,87.0,Documentary,2016: Obama's America ,English,2500000.0,5.1
Rob Zombie,119.0,Horror,Halloween II ,English,15000000.0,4.9
Tom Hanks,149.0,Comedy|Drama|Music,That Thing You Do! ,English,26000000.0,6.9
Tommy Lee Wallace,98.0,Horror|Mystery|Sci-Fi,Halloween III: Season of the Witch ,English,2500000.0,4.6
Don Taylor,98.0,Action|Sci-Fi,Escape from the Planet of the Apes ,English,2500000.0,6.3
Martin Ritt,112.0,Drama,Hud ,English,2500000.0,7.9
Leslie Small,75.0,Comedy|Documentary,Kevin Hart: Let Me Explain ,English,2500000.0,6.7
Gus Van Sant,104.0,Drama,My Own Private Idaho ,English,2500000.0,7.1
Zach Braff,102.0,Comedy|Drama|Romance,Garden State ,English,2500000.0,7.6
Richard Linklater,105.0,Drama|Romance,Before Sunrise ,English,2500000.0,8.1
Éric Tessier,99.0,Action|Drama|Horror|Thriller,Sur le seuil ,French,3200000.0,6.6
Alison Maclean,107.0,Drama,Jesus' Son ,English,2500000.0,7.0
Jake Schreier,89.0,Comedy|Crime|Drama|Sci-Fi,Robot & Frank ,English,2500000.0,7.1
Isabel Coixet,106.0,Drama|Romance,My Life Without Me ,English,2000000.0,7.6
James Ponsoldt,95.0,Comedy|Drama|Romance,The Spectacular Now ,English,2500000.0,7.1
Larry Charles,101.0,Comedy|Documentary|War,Religulous ,English,2500000.0,7.7
Joshua Tickell,112.0,Documentary,Fuel ,English,2500000.0,7.6
Tim Boxell,100.0,Drama,Valley of the Heart's Delight ,English,2500000.0,6.6
Rawson Marshall Thurber,92.0,Comedy|Sport,Dodgeball: A True Underdog Story ,English,20000000.0,6.7
Michael D. Sellers,100.0,Comedy|Drama|Family,Eye of the Dolphin ,English,2500000.0,5.7
Reed Cowan,80.0,Documentary,8: The Mormon Proposition ,English,2500000.0,7.1
James Dodson,106.0,Comedy|Drama|Romance,The Other End of the Line ,English,14000000.0,6.2
Stefan Ruzowitzky,103.0,Horror|Thriller,Anatomy ,German,8400000.0,6.1
Alex Rivera,90.0,Drama|Romance|Sci-Fi|Thriller,Sleep Dealer ,Spanish,2500000.0,5.9
James Gunn,96.0,Comedy|Crime|Drama,Super ,English,2500000.0,6.8
John Murlowski,89.0,Comedy|Drama|Family|Romance,Christmas Mail ,English,2500000.0,5.8
Benni Diez,87.0,Comedy|Horror,Stung ,English,2500000.0,5.0
Danny Perez,94.0,Horror,Antibirth ,English,3500000.0,6.3
Spike Lee,120.0,Drama|History,Get on the Bus ,English,2400000.0,6.8
Robby Henson,101.0,Drama|Horror|Mystery|Thriller,Thr3e ,English,2400000.0,5.1
Zackary Adler,110.0,Crime|Drama,The Rise of the Krays ,English,2500000.0,5.0
Shane Meadows,101.0,Crime|Drama,This Is England ,English,1500000.0,7.7
George Sidney,101.0,Comedy|Musical,Bathing Beauty ,English,2361000.0,6.5
Carmen Marron,105.0,Drama|Musical,Go for It! ,English,2450000.0,3.9
George Sidney,108.0,Drama|Family|Musical|Romance,Show Boat ,English,2295429.0,7.0
Jerry Rees,90.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,The Brave Little Toaster ,English,2300000.0,7.3
James Algar,120.0,Animation|Family|Fantasy|Music,Fantasia ,English,2280000.0,7.8
William Friedkin,104.0,Action|Crime|Drama|Thriller,The French Connection ,English,1800000.0,7.8
Jaco Booyens,90.0,Drama|Thriller,8 Days ,English,2500000.0,6.9
Steve Miner,91.0,Horror|Thriller,Friday the 13th Part III ,English,4000000.0,5.7
Danny Steinmann,92.0,Horror|Mystery|Thriller,Friday the 13th: A New Beginning ,English,2200000.0,4.7
Michael Landon Jr.,117.0,Drama,The Last Sin Eater ,English,2200000.0,5.9
Jon Gunn,120.0,Drama,Do You Believe? ,English,2300000.0,5.9
Hayley Cloake,90.0,Thriller,Impact Point ,English,2200000.0,4.3
Tay Garnett,119.0,Drama,The Valley of Decision ,English,2160000.0,7.5
Harmage Singh Kalirai,90.0,Comedy|Drama|Romance,Chicken Tikka Masala ,English,1200000.0,5.8
Rita Merson,97.0,Comedy|Music|Romance,Always Woodstock ,English,2400000.0,5.3
Jon Knautz,90.0,Action|Comedy|Horror,Jack Brooks: Monster Slayer ,English,2500000.0,6.0
Petter Næss,89.0,Comedy|Drama,Elling ,Norwegian,15500000.0,7.6
Robert Fontaine,125.0,Crime|Drama,Mi America ,English,2100000.0,7.2
Jaume Balagueró,78.0,Horror,[Rec] ,Spanish,1500000.0,7.5
Patricia Cardoso,89.0,Drama,Lies in Plain Sight ,English,2100000.0,6.3
Dan Perri,100.0,Comedy|Drama|Mystery|Romance|Thriller,Sharkskin ,English,2100000.0,6.7
Anthony O'Brien,81.0,Adventure|Drama|Western,The Timber ,English,2100000.0,5.5
Terence Young,115.0,Action|Adventure|Thriller,From Russia with Love ,English,2000000.0,7.5
Michael Herz,96.0,Action|Comedy|Horror|Sci-Fi,The Toxic Avenger Part II ,English,2300000.0,5.1
Woody Allen,89.0,Comedy|Sci-Fi,Sleeper ,English,2000000.0,7.3
David Robert Mitchell,100.0,Horror|Mystery,It Follows ,English,2000000.0,6.9
Woody Allen,88.0,Comedy,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,English,2000000.0,6.8
Robert Mulligan,129.0,Crime|Drama,To Kill a Mockingbird ,English,2000000.0,8.4
George Miller,87.0,Action|Adventure|Sci-Fi|Thriller,Mad Max 2: The Road Warrior ,English,2000000.0,7.6
Chia-Liang Liu,102.0,Action|Comedy,The Legend of Drunken Master ,Cantonese,2000000.0,7.6
Stanley Kubrick,152.0,Crime|Drama|Romance,Lolita ,English,2000000.0,7.7
Kimberly Peirce,118.0,Biography|Crime|Drama|Romance,Boys Don't Cry ,English,2000000.0,7.6
Chris Kentis,86.0,Drama|Horror|Mystery|Thriller,Silent House ,English,2000000.0,5.3
Florian Henckel von Donnersmarck,137.0,Drama|Thriller,The Lives of Others ,German,2000000.0,8.5
Alex Kendrick,129.0,Drama,Courageous ,English,2000000.0,7.0
Robert Rossen,134.0,Drama|Sport,The Hustler ,English,2000000.0,8.0
Jack Conway,119.0,Adventure|Drama|Romance|Western,Boom Town ,English,1614000.0,7.1
Sylvain Chomet,80.0,Animation|Comedy|Drama,The Triplets of Belleville ,French,9500000.0,7.8
Chris Eyre,89.0,Comedy|Drama,Smoke Signals ,English,2000000.0,7.2
Richard Linklater,80.0,Drama|Romance,Before Sunset ,English,2700000.0,8.0
Alejandro G. Iñárritu,115.0,Drama|Thriller,Amores Perros ,Spanish,2000000.0,8.1
Catherine Hardwicke,100.0,Drama,Thirteen ,English,1500000.0,6.8
Elia Kazan,118.0,Drama|Romance,Gentleman's Agreement ,English,2000000.0,7.4
Debra Granik,100.0,Drama,Winter's Bone ,English,2000000.0,7.2
Henry King,106.0,Drama|Musical|Romance,Alexander's Ragtime Band ,English,2000000.0,7.0
Miranda July,91.0,Comedy|Drama,Me and You and Everyone We Know ,English,2000000.0,7.4
Max Joseph,96.0,Drama|Music|Romance,We Are Your Friends ,English,2000000.0,6.1
David Ayer,116.0,Action|Crime|Drama|Thriller,Harsh Times ,English,2000000.0,7.0
Jerry Jameson,97.0,Crime|Drama|Thriller,Captive ,English,2000000.0,5.3
Steven Soderbergh,101.0,Comedy|Romance,Full Frontal ,English,2000000.0,4.7
Kevin Tenney,98.0,Horror|Mystery|Thriller,Witchboard ,English,2000000.0,5.7
Kenneth Branagh,150.0,Drama,Hamlet ,English,18000000.0,7.8
John Cameron Mitchell,101.0,Comedy|Drama|Romance,Shortbus ,English,2000000.0,6.5
Ari Folman,90.0,Animation|Biography|Documentary|Drama|History|War,Waltz with Bashir ,Hebrew,1500000.0,8.0
Charles Ferguson,102.0,Documentary|War,No End in Sight ,English,2000000.0,8.3
Marielle Heller,102.0,Drama|Romance,The Diary of a Teenage Girl ,English,2000000.0,6.9
David Sington,100.0,Documentary|History,In the Shadow of the Moon ,English,2000000.0,8.1
Fenton Bailey,89.0,Biography|Documentary|History,Inside Deep Throat ,English,2000000.0,6.8
Huck Botko,86.0,Comedy,The Virginity Hit ,English,3400000.0,4.6
Luc Besson,98.0,Comedy|Drama|Thriller,Subway ,French,17000000.0,6.5
David Duchovny,96.0,Comedy|Drama,House of D ,English,6000000.0,7.0
Lance Mungia,91.0,Action|Adventure|Comedy|Drama|Music|Sci-Fi,Six-String Samurai ,English,2000000.0,6.7
Hue Rhodes,85.0,Comedy|Drama,Saint John of Las Vegas ,English,3800000.0,5.8
Roland Emmerich,129.0,Drama,Stonewall ,English,13500000.0,4.5
Noah Buschel,95.0,Drama,The Missing Person ,English,1500000.0,6.2
